Warehouse Name,Status,Location,Price per SqFt,Total Square Footage,Total Price,Age of Warehouse,Distance to Highways (miles),Distance to Ports/Airports (miles),NOI,Cap Rate (%),Year of Last Renovation,Number of Loading Docks,Clear Height (ft),Parking and Storage Capacity,Warehouse Type,Zoning Regulations,Environmental Concerns,Neighboring Land Use,Condition of Property,Security Features,Energy Efficiency Features
Warehouse 890,Sold,Lawrence,71.3392724699072,191321,13648700.948215116,91,7.979635616077337,3.257090120416894,1868574.3046321054,9.507210325674855,1978,44,14.302455670817364,366,Cold Storage,Commercial,Mild Pollution,Residential,Fair,High,Green Roof
Warehouse 891,Sold,Lynn,152.78537841546205,447111,68312023.32871565,51,13.419241322321394,46.61037967451559,294198.54997605615,5.267619521446104,1981,9,27.605107861853057,454,Distribution Center,Mixed-Use,High Pollution,Residential,Fair,Moderate,Solar Panels
Warehouse 892,Sold,Lynn,175.46839957806858,492689,86451350.31971903,50,17.848672754805595,33.37912795485461,795005.0708965611,10.301414722686033,1960,3,14.932232212856992,340,Distribution Center,Commercial,Mild Pollution,Residential,Poor,Basic,Green Roof
Warehouse 893,Sold,New Bedford,171.13737697638857,403872,69117594.714208,6,6.1904241241034805,37.57178133134883,105046.08131887742,6.488293338082696,1955,26,29.4578644676419,448,Cold Storage,Mixed-Use,High Pollution,Industrial,Good,High,Solar Panels
Warehouse 894,Sold,Lawrence,97.52120003513733,392009,38229188.10457415,59,11.082355014781593,16.26701523952922,1717572.422694372,6.615146104444852,1984,21,35.00868234611409,340,Cold Storage,Industrial,None,Mixed-Use,Poor,Basic,None
Warehouse 895,Sold,Fall River,143.57447321700985,341664,49054228.817216456,15,15.809247496080353,42.43702259158977,749573.7359414839,4.086387139116096,1982,30,43.09536774429433,22,Distribution Center,Mixed-Use,Mild Pollution,Mixed-Use,Poor,Moderate,Green Roof
Warehouse 896,Sold,Lynn,64.84733022068957,461956,29956613.279428873,30,8.382739371022451,13.720560901715448,1280678.2043898578,9.608090136760325,1967,28,37.14597748731467,151,Distribution Center,Mixed-Use,Mild Pollution,Residential,Poor,Basic,Green Roof
Warehouse 897,Sold,Cambridge,79.83511414437226,331453,26461588.088494617,42,3.4455507551459874,1.0805440985100345,1444051.9542507126,4.906158024517486,1986,36,12.607990668246018,197,Dry Storage,Industrial,None,Residential,Good,Moderate,None
Warehouse 898,Sold,Cambridge,182.37708914859036,34984,6380280.086774285,37,9.551524208748589,19.444333163514003,888197.105999153,10.183044619708145,1962,26,22.29730130191349,465,Flex Space,Commercial,Mild Pollution,Residential,Fair,High,Green Roof
Warehouse 899,Sold,Lawrence,32.210326996825124,123947,3992373.4002754837,42,1.1989281627862665,28.967312566994597,647562.5562729739,7.934942575337654,2023,34,21.519144317300018,290,Cold Storage,Mixed-Use,Protected Area,Mixed-Use,Fair,Moderate,None
Warehouse 900,Sold,Quincy,44.53645024525957,209894,9347933.687778512,35,18.85343073464531,24.456538040310605,1926315.174726092,10.274238519636553,2013,8,46.60129693884337,475,Flex Space,Mixed-Use,High Pollution,Residential,Good,Basic,None
Warehouse 901,Sold,Fall River,65.34066337482464,10901,712278.5714489635,87,1.5889419833799634,43.24173098625325,1930752.0387965157,8.67141231358193,1950,10,44.71128177571054,124,Distribution Center,Industrial,High Pollution,Industrial,Fair,Basic,Insulated
Warehouse 902,Sold,Lowell,34.51047465854935,167624,5784783.804164676,6,8.825288633486505,6.1648590118521795,614400.9176585427,4.659466176151926,2012,48,24.805916734016677,437,Flex Space,Commercial,High Pollution,Residential,Good,Basic,Solar Panels
Warehouse 903,Sold,Lynn,60.84402396526554,227317,13830880.995712267,68,10.64463709566167,28.137348591052554,985268.9386516933,10.125218693641465,1983,43,12.846210235303243,245,Cold Storage,Commercial,Mild Pollution,Residential,Good,High,Insulated
Warehouse 904,Sold,New Bedford,129.1170653648477,298199,38502579.77473222,18,19.70754626251698,26.135988141224463,1947046.1093870436,4.558395879157998,1959,14,45.76429271218934,347,Cold Storage,Industrial,Protected Area,Mixed-Use,Fair,Basic,None
Warehouse 905,Sold,New Bedford,101.64217360072465,173757,17661039.158341113,73,3.4038342904929295,14.788256126435988,59493.39492823129,7.829613764554658,1956,40,45.52759811856749,19,Flex Space,Industrial,Mild Pollution,Industrial,Poor,Basic,None
Warehouse 906,Sold,Springfield,181.75419088308573,472181,85820875.6053663,29,2.3771872203859354,41.28917751627352,854722.584339341,5.378793713159706,2005,15,44.189845281229,208,Cold Storage,Mixed-Use,High Pollution,Mixed-Use,Good,Basic,Green Roof
Warehouse 907,Sold,Lowell,168.96540549553495,150788,25477955.563860726,77,0.2732523265446172,37.88958413822811,245892.22187788843,10.018681423823079,1986,17,43.803265509420065,261,Dry Storage,Industrial,Mild Pollution,Industrial,Good,Moderate,None
Warehouse 908,Sold,New Bedford,88.10894978863891,119099,10493687.810877105,59,3.1958715936991156,36.910100179259715,1042858.0328470751,11.292729822449012,1978,18,29.210160043446187,59,Distribution Center,Industrial,High Pollution,Industrial,Good,Basic,None
Warehouse 909,Sold,Newton,74.10198368331973,16138,1195857.8126814137,47,4.224732283446585,43.93343143520825,98106.41135394994,8.433009306866193,1961,32,17.09726608998393,437,Distribution Center,Industrial,None,Residential,Good,Moderate,None
Warehouse 910,Sold,Newton,94.54770938843538,171370,16202640.957896171,17,12.648560737503535,36.41644543045454,843451.9412117243,8.217178354393443,1966,38,29.099522018497108,151,Cold Storage,Commercial,High Pollution,Residential,Fair,Basic,Solar Panels
Warehouse 911,Sold,Cambridge,130.35014022751733,449328,58569967.808149904,96,4.472165128788867,12.360223294021596,480363.1958314035,10.111705570604943,1997,23,29.783910826778595,280,Distribution Center,Industrial,None,Mixed-Use,Fair,Moderate,Insulated
Warehouse 912,Sold,Lawrence,75.57081893988897,28429,2148402.8116421034,22,0.5083642131135716,35.57257287083486,1089951.3067945447,4.040630503805818,1975,46,29.597270129794428,25,Dry Storage,Mixed-Use,None,Mixed-Use,Good,Moderate,Insulated
Warehouse 913,Sold,Springfield,136.10531433435278,55200,7513013.351256274,68,16.549705075499524,16.07743785610235,1992187.6157463642,11.342069141081286,1961,23,31.550903444604646,11,Cold Storage,Mixed-Use,None,Mixed-Use,Poor,High,Solar Panels
Warehouse 914,Sold,Boston,99.59998087251087,207380,20655044.033341303,69,7.375354449978937,12.866557867026057,1611045.4049971579,5.579590536729054,1970,35,20.306280919646206,167,Dry Storage,Mixed-Use,High Pollution,Industrial,Fair,High,Solar Panels
Warehouse 915,Sold,New Bedford,123.84802074483665,446460,55293187.34173977,37,7.138564062956605,4.577176052081739,1699002.0786676216,11.872951070609897,1991,39,24.649647245344603,39,Dry Storage,Industrial,Protected Area,Mixed-Use,Poor,Moderate,Solar Panels
Warehouse 916,Sold,Brockton,104.14150995300383,253289,26377898.91448639,49,6.119332680441738,37.457400437036156,1288766.7253502076,9.890031583683697,2010,15,27.367463678538783,91,Distribution Center,Commercial,High Pollution,Industrial,Poor,Moderate,Insulated
Warehouse 917,Sold,Fall River,80.05917912212601,250127,20024962.29628001,13,19.509928215213776,35.83904713554075,131041.7041309042,10.194009181605368,2007,24,15.244848380659995,40,Distribution Center,Industrial,Mild Pollution,Industrial,Good,High,Insulated
Warehouse 918,Sold,New Bedford,191.23706218356665,368412,70454028.55317216,34,3.4852968044547015,12.490474406030593,453255.46828608104,9.249623842988854,2003,28,28.21456538246002,245,Flex Space,Industrial,Mild Pollution,Industrial,Fair,Moderate,None
Warehouse 919,Sold,Worcester,159.81298500715934,241513,38596913.44803407,86,17.974937472669378,37.71957181948364,1853875.8850717572,7.773305462281282,1983,16,42.418784682783716,342,Dry Storage,Mixed-Use,Protected Area,Industrial,Good,High,Insulated
Warehouse 920,Sold,Lawrence,53.819239880296934,22347,1202698.5536049956,53,15.558386309583769,45.9742032715841,763920.5799610649,8.573021546889324,1956,16,43.12238170931505,157,Distribution Center,Industrial,Protected Area,Industrial,Good,High,Green Roof
Warehouse 921,Sold,Lowell,177.63955590264518,152992,27177430.936657492,87,1.6219511144363303,6.293418917087384,252091.61663755137,4.371223088121005,1984,40,26.462550876041213,186,Dry Storage,Commercial,Protected Area,Residential,Poor,Basic,Insulated
Warehouse 922,Sold,Worcester,112.86330370241731,36822,4155852.5689304103,51,19.73590911986689,12.399195280951973,1419690.463439094,8.991676075456114,1964,39,30.75233248337414,379,Flex Space,Mixed-Use,None,Industrial,Poor,Basic,Solar Panels
Warehouse 923,Sold,Quincy,182.07387857199555,444875,81000116.72971652,3,5.500182674426309,37.762778910278456,633942.5616717965,9.008784815896373,2014,6,11.346013285402265,44,Dry Storage,Commercial,Protected Area,Industrial,Poor,High,Insulated
Warehouse 924,Sold,New Bedford,165.9753935110436,45108,7486818.050496154,42,2.0618002477460053,14.450827001846834,574270.9801631349,11.129606379214476,1974,2,36.977302258743876,32,Cold Storage,Commercial,Protected Area,Residential,Good,High,None
Warehouse 925,Sold,Boston,102.28629575976969,396099,40515499.46414901,98,16.60335325910261,31.608534739902122,1996056.0383386076,8.045250859441754,2008,13,26.184235317874524,115,Flex Space,Commercial,Protected Area,Residential,Good,Moderate,Insulated
Warehouse 926,Sold,Worcester,33.81978241441996,487315,16480887.267283063,32,14.162843120186226,4.977046998722011,1723370.903801976,4.617154992688488,1955,44,27.81910732333383,106,Flex Space,Industrial,High Pollution,Residential,Good,High,Solar Panels
Warehouse 927,Sold,Worcester,75.67515109544084,12967,981279.6842545813,51,12.382654236970225,23.157921476073398,845478.74581729,6.44956736385665,2001,47,44.94690908719059,239,Dry Storage,Industrial,Mild Pollution,Mixed-Use,Good,High,Green Roof
Warehouse 928,Sold,Lowell,122.07781649234738,377863,46128689.973247856,85,3.2040191876087696,37.2154796776547,1961509.3552421732,9.24503529691454,1970,9,28.473377382424335,236,Dry Storage,Industrial,Mild Pollution,Mixed-Use,Good,Basic,Solar Panels
Warehouse 929,Sold,Springfield,137.69129737044506,16871,2322989.8779367786,46,9.62207271349364,34.63918320911937,1317720.7856674665,5.914070902011711,2020,34,10.847689849114111,380,Distribution Center,Industrial,Protected Area,Industrial,Good,High,Green Roof
Warehouse 930,Sold,Boston,73.84090652364438,230371,17010803.47675848,21,15.633064935055554,40.93853293311454,1496943.7811655325,6.244222574843207,1981,17,19.099635634762496,109,Cold Storage,Mixed-Use,Mild Pollution,Industrial,Good,Moderate,None
Warehouse 931,Sold,Lawrence,53.6905325923801,213524,11464217.281255368,44,6.14211636906242,43.99515420355527,111450.4340103126,10.563752130886828,2002,27,29.02482457233036,454,Flex Space,Industrial,High Pollution,Industrial,Good,High,None
Warehouse 932,Sold,Worcester,171.93814025588085,210342,36165812.29770249,11,6.302627587449324,38.885991561679155,287130.2557287114,8.674557854101671,2008,29,26.97585170994143,477,Flex Space,Mixed-Use,Mild Pollution,Industrial,Fair,Basic,Insulated
Warehouse 933,Sold,Newton,197.34837071960385,169685,33487058.285555977,68,0.1625040303576301,33.90779940400737,1284515.9966676647,8.06821945418858,2018,37,44.41480549121923,64,Flex Space,Commercial,None,Residential,Fair,Basic,None
Warehouse 934,Sold,Lynn,119.36733099145658,33179,3960488.674965538,1,3.5674436927430526,2.5544020989855265,1803096.7661664935,6.547615734446435,2011,43,31.685500372246665,204,Distribution Center,Mixed-Use,High Pollution,Mixed-Use,Fair,Basic,None
Warehouse 935,Sold,Boston,59.185478594211595,256537,15183265.12212326,92,17.5205719399245,27.213366997062757,1266300.2658708114,9.847424287464268,1953,22,37.58542967660484,17,Cold Storage,Industrial,Mild Pollution,Residential,Fair,Basic,Solar Panels
Warehouse 936,Sold,Lynn,76.29224550829272,188260,14362778.139391188,63,8.89075518359037,2.8471885208277867,311348.543922034,6.3017474759202345,1967,24,28.772931881738803,433,Flex Space,Mixed-Use,Mild Pollution,Mixed-Use,Good,High,Solar Panels
Warehouse 937,Sold,New Bedford,33.12641501306935,322243,10674755.353056505,24,19.686266534765235,40.59532303868511,275732.090180333,9.8965081411534,2005,7,27.586229362366595,324,Flex Space,Industrial,High Pollution,Residential,Good,Moderate,Insulated
Warehouse 938,Sold,Worcester,185.43079711528483,40262,7465814.753455598,99,7.9745884751184715,16.71550169853792,1696162.4968569593,4.560811842139536,1973,34,27.85146673897405,137,Distribution Center,Industrial,Mild Pollution,Industrial,Poor,Moderate,Insulated
Warehouse 939,Sold,Worcester,50.01768409132399,345357,17273957.32472738,13,14.3322104501268,28.559039331778127,321639.5604804329,10.916330732656668,2015,48,26.436862787753554,41,Dry Storage,Mixed-Use,Mild Pollution,Mixed-Use,Poor,Moderate,Insulated
Warehouse 940,Sold,Cambridge,128.0078008374231,384551,49225527.81983189,98,5.710188953804109,14.692820058626227,1064452.3229828496,7.996531707007462,1962,12,31.543335434168135,102,Flex Space,Mixed-Use,Protected Area,Industrial,Fair,High,Insulated
Warehouse 941,Sold,Cambridge,76.58938751682501,416484,31898254.47055735,11,7.339811858704576,39.34250707463438,122370.97392648943,7.50806413359176,2011,23,20.017736070144146,16,Cold Storage,Commercial,None,Mixed-Use,Poor,High,Solar Panels
Warehouse 942,Sold,Lowell,124.21026042768489,476082,59134269.20493308,51,3.8954471530588033,44.438623805453226,207306.04641279587,8.888187292335395,2003,15,45.642207753672835,267,Cold Storage,Commercial,High Pollution,Mixed-Use,Fair,High,Insulated
Warehouse 943,Sold,Lawrence,140.74146601981693,353413,49739863.73046156,17,7.00654113313796,20.533482216440134,1361079.1219035864,8.993536583170163,1964,33,23.323421923754918,350,Cold Storage,Commercial,Protected Area,Industrial,Good,Moderate,Insulated
Warehouse 944,Sold,Fall River,171.05610663022426,65545,11211872.50907805,99,10.990026656370796,43.28319728203846,1393903.7503336575,5.056281415119964,2018,13,15.900953367093873,399,Cold Storage,Commercial,Mild Pollution,Industrial,Good,High,None
Warehouse 945,Sold,Fall River,65.09161619930254,239555,15593022.11862392,82,19.836280331487064,14.086675365360287,715865.3428864627,10.049868718529705,1952,23,13.862019143909805,229,Distribution Center,Commercial,High Pollution,Industrial,Poor,High,Insulated
Warehouse 946,Sold,Lawrence,31.869290871941683,228894,7294689.46484222,86,13.317614090128533,27.198385230700666,470439.0422239373,6.207426383600503,1986,38,10.536916604805104,249,Flex Space,Mixed-Use,High Pollution,Residential,Good,Basic,Green Roof
Warehouse 947,Sold,Springfield,53.27055711169724,208218,11091888.860683376,24,4.064994492725449,43.079310062096496,1636735.0279767504,11.239695041359312,1986,32,26.914243142674458,115,Distribution Center,Commercial,None,Mixed-Use,Good,Basic,None
Warehouse 948,Sold,Lowell,183.00316911417787,470182,86044796.06044237,19,0.9947326876718674,16.968185788173727,473351.2974662862,10.542805307318659,1952,45,17.504439541816986,45,Cold Storage,Mixed-Use,None,Mixed-Use,Fair,Moderate,Solar Panels
Warehouse 949,Sold,Fall River,178.5613131856276,307066,54830108.19465792,37,2.614493978158761,47.7480709888262,1106952.7858494404,6.770128332277988,2012,35,10.865916103489916,425,Cold Storage,Commercial,High Pollution,Mixed-Use,Poor,Basic,Green Roof
Warehouse 950,Sold,Lowell,131.5602273689524,477580,62830533.38686429,85,11.294848505333642,6.972095587287797,1938007.2396826658,10.461914345605717,1984,1,30.80078185158095,54,Cold Storage,Industrial,None,Industrial,Good,Basic,Insulated
Warehouse 951,Sold,Worcester,132.0878662737211,47913,6328725.936772798,8,15.326690543453648,1.8954784164518053,338312.2538316484,6.8511239943992335,2001,47,37.19914194603046,307,Distribution Center,Commercial,None,Mixed-Use,Poor,Basic,None
Warehouse 952,Sold,Cambridge,143.0562346728634,364177,52097790.37445938,28,18.814342225284864,45.302632276331344,1884708.7216146823,4.807581453088325,1977,45,13.430042036444174,318,Cold Storage,Industrial,Mild Pollution,Mixed-Use,Good,High,Insulated
Warehouse 953,Sold,Cambridge,59.81311736598643,371936,22246651.620635528,5,0.4148811227367343,4.36378464124574,406641.4534839039,11.695105909805664,1967,5,28.436830916786384,375,Flex Space,Mixed-Use,None,Industrial,Fair,Basic,None
Warehouse 954,Sold,Cambridge,185.45003080724317,255497,47381926.52115821,17,10.502926817081208,49.6025706014271,1156514.2556452977,9.22081612172352,1985,13,39.745147144029865,18,Cold Storage,Commercial,None,Industrial,Good,Basic,Insulated
Warehouse 955,Sold,Newton,101.19098923165242,453893,45929881.67532241,36,9.470260388841217,47.6184462369762,785165.038319552,7.6487962133007334,1982,5,49.432272840337006,468,Flex Space,Mixed-Use,Protected Area,Mixed-Use,Poor,Basic,Green Roof
Warehouse 956,Sold,Newton,95.13354980241456,448057,42625252.923820466,19,13.155494937316508,7.714024591779713,1931610.7729285606,7.182186812248317,2013,32,36.68761378570244,96,Flex Space,Commercial,Mild Pollution,Residential,Poor,High,Solar Panels
Warehouse 957,Sold,Fall River,118.21600989808238,182404,21563073.069449816,64,11.235619203860304,27.341646658935726,583406.956553777,6.597642674066112,1975,21,19.793582032380822,379,Cold Storage,Mixed-Use,Mild Pollution,Industrial,Fair,Moderate,Green Roof
Warehouse 958,Sold,Boston,37.984214351759356,490278,18622824.643951874,91,13.772079096591362,10.061094575890072,829333.1040672195,11.851580763433034,1997,24,38.662145591159984,340,Distribution Center,Commercial,High Pollution,Residential,Good,High,Green Roof
Warehouse 959,Sold,Brockton,58.2681726885335,387007,22550190.707671285,98,13.195843436508886,21.979603478475873,1966577.2298180698,5.077978121047259,1989,18,33.917177072793194,186,Dry Storage,Commercial,None,Residential,Fair,High,Solar Panels
Warehouse 960,Sold,Newton,155.46571479248297,493910,76786071.19315526,11,2.428533324673129,4.0098313337318015,1096117.2628175227,6.5184404713645465,1966,21,18.47197154326191,139,Dry Storage,Industrial,Protected Area,Residential,Poor,Basic,None
Warehouse 961,Sold,Worcester,44.075773547271496,161104,7100783.421559627,54,16.01438648101252,11.972304802032887,1030128.7254614442,7.883981122261308,1989,10,44.04443303390219,204,Flex Space,Mixed-Use,Protected Area,Residential,Fair,Moderate,None
Warehouse 962,Sold,New Bedford,132.53585860928598,173918,23050371.4576098,45,2.552328256754864,18.800367023546077,552668.051997783,7.823996360434491,1956,24,27.096177089104035,20,Distribution Center,Mixed-Use,Mild Pollution,Industrial,Good,Basic,Solar Panels
Warehouse 963,Sold,Lowell,71.70934864582456,195546,14022476.29029641,47,14.000759441661828,22.493727512056687,1417658.9426053609,7.770931875262748,2006,40,48.479106189365034,315,Dry Storage,Mixed-Use,None,Mixed-Use,Good,Basic,Insulated
Warehouse 964,Sold,Cambridge,96.18025438713602,49936,4802857.183076024,12,8.381292816048072,48.897316652235766,78027.2559666664,5.406270526643055,1957,47,38.91604029791112,428,Cold Storage,Mixed-Use,Protected Area,Mixed-Use,Fair,Moderate,None
Warehouse 965,Sold,Cambridge,79.07793525101897,165866,13116340.808345513,21,10.325629618074297,40.58541663851508,146549.6279194724,5.159460216876004,2005,21,35.782526185272886,131,Cold Storage,Mixed-Use,High Pollution,Industrial,Poor,Moderate,Green Roof
Warehouse 966,Sold,Cambridge,90.46436179904136,197660,17881185.753198516,11,18.07563048607664,37.13308727128536,1218749.2449148153,6.0381406906289605,1980,25,39.13411349906248,408,Flex Space,Industrial,None,Industrial,Poor,High,Solar Panels
Warehouse 967,Sold,Worcester,152.23780388132172,207056,31521750.720450953,92,17.808686156822382,27.31502442235674,716265.4189459855,11.316209230416447,2008,23,29.123880752728862,244,Distribution Center,Commercial,None,Residential,Fair,Moderate,Green Roof
Warehouse 968,Sold,Cambridge,80.51069165593975,448547,36112829.21019681,5,16.375340482535087,42.15989026961282,1908966.9257918731,4.904423742676081,2007,22,30.20905911206696,340,Distribution Center,Industrial,None,Residential,Good,High,None
Warehouse 969,Sold,Springfield,126.28878885047253,230469,29105650.877579555,81,10.251952771080832,17.626818947129845,1811221.846909432,10.059400826986598,1961,4,44.04829541778976,40,Dry Storage,Mixed-Use,Protected Area,Industrial,Good,High,Solar Panels
Warehouse 970,Sold,Lowell,110.92856837384694,33141,3676283.6844776617,56,14.751172221663277,35.73605652589249,1441727.2044195791,10.06038714506697,1997,34,37.23714146574011,357,Dry Storage,Mixed-Use,Mild Pollution,Mixed-Use,Good,Basic,Solar Panels
Warehouse 971,Sold,Worcester,142.8240981116502,407290,58170826.919894,20,10.306651404824306,49.69541479353043,1645383.8831992126,10.478163231178097,1980,6,45.88973300766567,455,Cold Storage,Commercial,Mild Pollution,Residential,Good,Basic,None
Warehouse 972,Sold,Lowell,189.26105568520885,142478,26965536.691917185,41,17.40516104124807,16.41681653782474,1351297.106852002,11.092923911914845,2012,28,45.633070142970745,421,Flex Space,Industrial,High Pollution,Industrial,Poor,Basic,None
Warehouse 973,Sold,Lynn,154.53725652574255,102359,15818279.040718481,46,8.115239081334707,34.026859209314395,294885.1002848133,6.104289420311442,2023,31,49.059601361769964,233,Distribution Center,Commercial,Protected Area,Industrial,Good,Moderate,Solar Panels
Warehouse 974,Sold,Quincy,66.53986436042865,390423,25978693.463191636,12,19.407683353856047,42.37142834346674,1542809.5708939452,5.796475754151171,1988,35,38.00858635381337,162,Dry Storage,Commercial,None,Industrial,Fair,Moderate,Insulated
Warehouse 975,Sold,Newton,35.30113296041839,159363,5625694.4519711565,70,18.653222888754662,45.87457158418294,459874.33900175046,7.724045332219838,1969,39,30.092068706469682,221,Dry Storage,Industrial,High Pollution,Residential,Fair,High,Solar Panels
Warehouse 976,Sold,Lawrence,74.58488753097026,46568,3473269.0425422234,17,14.85789212709053,36.17870185606499,680713.5674453838,6.120713350016289,1997,42,16.652468008363293,101,Flex Space,Commercial,High Pollution,Industrial,Fair,High,Insulated
Warehouse 977,Sold,Springfield,131.16324821904334,102539,13449348.309132485,19,5.660376095103832,14.896788247439677,1647506.7135997193,9.87447991186486,2020,23,38.215222385896695,418,Flex Space,Industrial,Mild Pollution,Mixed-Use,Fair,High,Green Roof
Warehouse 978,Sold,Boston,38.74238829232256,51851,2008831.575345217,26,2.719906416985842,16.987825426878377,1096224.936367224,9.08751661393147,2003,6,21.66310867039723,340,Cold Storage,Industrial,None,Industrial,Good,Moderate,Insulated
Warehouse 979,Sold,Boston,114.38226202421018,498158,56980438.885456495,48,17.10859865685463,2.0171435740742463,1726884.392657648,10.999901504421212,2024,16,21.317902721493247,476,Flex Space,Mixed-Use,None,Residential,Poor,High,Insulated
Warehouse 980,Sold,Brockton,131.46328431587116,59823,7864528.057628361,52,3.3895154941454293,38.28341290590397,465418.87369436515,4.6619064278965725,2020,2,19.531511057922724,357,Cold Storage,Commercial,Protected Area,Mixed-Use,Good,High,None
Warehouse 981,Sold,Springfield,86.82146143888335,28312,2458089.2162576653,96,17.09978970104698,3.0942406970356173,1235167.95528343,11.320666666864598,1978,24,45.00488229405801,138,Cold Storage,Mixed-Use,Protected Area,Mixed-Use,Poor,Moderate,Solar Panels
Warehouse 982,Sold,Lowell,161.05507463678973,441324,71077469.75900659,70,9.866223633575972,43.36796537553454,213392.39646911016,6.346789013360716,2023,17,44.71857786728633,452,Flex Space,Commercial,Protected Area,Industrial,Good,Basic,Green Roof
Warehouse 983,Sold,Boston,48.12170303274121,465134,22383040.218431048,55,8.190479997781273,6.814370109252401,1303968.937403058,7.925554767415872,2022,45,35.23881779480233,206,Flex Space,Commercial,High Pollution,Industrial,Poor,Moderate,Solar Panels
Warehouse 984,Sold,Quincy,42.77342289508749,432387,18494672.005338196,75,18.073496498805138,9.421949094660288,1536941.3736622927,7.5088914875171495,1997,1,28.919239254829435,467,Flex Space,Mixed-Use,None,Mixed-Use,Fair,High,Insulated
Warehouse 985,Sold,Boston,153.79208855461258,439995,67667750.00358675,33,12.11663455255153,24.34979707077963,1190615.2432585072,10.082493208835391,2023,6,36.88457840395196,51,Flex Space,Mixed-Use,Mild Pollution,Industrial,Fair,Basic,Insulated
Warehouse 986,Sold,Cambridge,114.23352375505374,204900,23406449.01741051,62,11.574618741881382,37.156140343268376,569151.42792268,7.36266647545474,2005,5,34.28917801193563,375,Flex Space,Mixed-Use,High Pollution,Residential,Poor,Moderate,Insulated
Warehouse 987,Sold,Brockton,147.0284073927151,365867,53792842.3275505,88,11.219442298025513,7.811108054754807,111118.2042747901,11.548425165195276,1966,45,26.629369932935493,427,Cold Storage,Industrial,High Pollution,Mixed-Use,Poor,Basic,Solar Panels
Warehouse 988,Sold,Worcester,103.92064756263686,279555,29051536.629372947,23,7.486273368788674,22.563482678258424,282925.3237303572,11.220271061108605,1958,29,25.185234699425372,237,Dry Storage,Commercial,Mild Pollution,Industrial,Poor,Basic,Insulated
Warehouse 989,Sold,New Bedford,71.88834565064815,254062,18264096.87269497,15,15.73429776022963,24.659712446095135,1263490.809194351,10.977289215756052,1983,12,25.311772325814008,203,Distribution Center,Industrial,Mild Pollution,Mixed-Use,Fair,High,Solar Panels
Warehouse 990,Sold,New Bedford,169.24739400461397,324153,54862050.50877763,27,5.130689035913882,11.401996441760975,1872119.422842902,4.570066661185823,1994,39,33.56533612624153,27,Distribution Center,Commercial,Protected Area,Industrial,Fair,Moderate,Green Roof
Warehouse 991,Sold,Boston,165.90069942472647,413638,68622833.50864501,75,18.784009704821372,6.662360457350955,452742.0877454125,10.834064492431516,1958,47,35.90677424483303,342,Cold Storage,Commercial,Mild Pollution,Industrial,Good,High,Green Roof
Warehouse 992,Sold,Lowell,148.09840004525256,440684,65264595.32554208,64,17.890305580434518,41.98462522629634,1483300.9907549426,10.253083563545683,1956,3,28.06967014061768,252,Cold Storage,Industrial,Mild Pollution,Residential,Poor,Moderate,Solar Panels
Warehouse 993,Sold,Lawrence,76.26467332909365,37371,2850087.1069815587,81,6.815858480930473,25.62081683837551,1739579.573335631,4.828103576049048,1965,48,48.747658008521725,398,Dry Storage,Industrial,Mild Pollution,Industrial,Poor,Moderate,Green Roof
Warehouse 994,Sold,Lowell,130.3392133677448,62022,8083898.691494268,51,14.616329019650106,1.7046805632234956,1065720.2479726467,4.859314603489775,1968,1,13.35382872017924,285,Flex Space,Commercial,Mild Pollution,Industrial,Poor,Moderate,None
Warehouse 995,Sold,Cambridge,91.36556247980455,338373,30915639.472978905,53,11.507141569546869,40.34608376414609,1355068.3018951325,4.809310492140329,1955,27,23.88188103815108,459,Cold Storage,Mixed-Use,Protected Area,Industrial,Fair,Basic,Insulated
Warehouse 996,Sold,Boston,45.56895246552781,104071,4742406.452039945,78,6.819221109784768,49.05889646531465,1639279.8675184888,4.0906607456359,1960,48,26.762987325017637,136,Distribution Center,Mixed-Use,High Pollution,Residential,Poor,Basic,Insulated
Warehouse 997,Sold,Boston,185.94330782858128,187268,34821231.37044276,91,19.77158079510939,30.690383575298117,558316.5575941575,8.38907444155667,2010,24,10.676853738597725,84,Flex Space,Mixed-Use,None,Industrial,Poor,High,Insulated
Warehouse 998,Sold,New Bedford,53.259167256223435,478570,25488239.67381085,82,0.6022231823804576,25.681710967119464,628946.5648226838,11.787154331488345,1991,44,24.598287506729008,71,Cold Storage,Mixed-Use,None,Industrial,Fair,Moderate,None
Warehouse 999,Sold,Lynn,191.5403501495364,363918,69704981.14571899,92,5.127656009363604,44.042377289203124,51223.65742548953,7.509477623198348,1962,19,20.948396686913703,487,Flex Space,Commercial,High Pollution,Industrial,Poor,Moderate,Insulated
Warehouse 1000,Sold,Boston,105.82098140285248,494626,52341808.747367315,51,10.449473816111892,47.673322694545334,1928033.5552507148,8.32606001509885,1961,8,30.24145080909923,489,Distribution Center,Mixed-Use,None,Mixed-Use,Good,Basic,Solar Panels
Warehouse 1001,For Sale,Worcester,61.47259790256534,293859,18064276.14704995,47,10.48686476922342,37.97230887922056,1839212.5444628724,11.743758374159643,2023,44,23.45642188733077,297,Flex Space,Mixed-Use,None,Residential,Fair,Moderate,Insulated
Warehouse 1002,For Sale,Brockton,122.12316105432089,294749,35995679.59760003,4,11.819768191416724,22.827193556980106,1540908.1143308892,6.0414578301938455,1969,47,39.047285397858445,195,Cold Storage,Mixed-Use,High Pollution,Mixed-Use,Fair,High,Solar Panels
